obj_id,species,speciesMatched,trait_name,value
Treseder_etal_2016_89,OTUkt2410,OTUkt2410 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_90,Brevicellicium exile,Brevicellicium exile,studyName,Treseder_etal_2016
Treseder_etal_2016_91,Bryoria simplicior,Bryoria simplicior,studyName,Treseder_etal_2016
Treseder_etal_2016_92,Bryoria simplicior,Bryoria simplicior,studyName,Treseder_etal_2016
Treseder_etal_2016_93,Buellia disciformis,Buellia disciformis var. disciformis,studyName,Treseder_etal_2016
Treseder_etal_2016_94,Buellia disciformis,Buellia disciformis var. disciformis,studyName,Treseder_etal_2016
Treseder_etal_2016_95,Buellia frigida,Buellia frigida,studyName,Treseder_etal_2016
Treseder_etal_2016_96,Bullera unica,Bullera unica,studyName,Treseder_etal_2016
Treseder_etal_2016_97,OTUkt4138,OTUkt4138 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_98,OTUkt4139,OTUkt4139 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_99,OTUkt4140,OTUkt4140 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_100,OTUkt4141,OTUkt4141 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_101,OTUkt4142,OTUkt4142 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_102,Byssolecania variabilis,Byssolecania variabilis,studyName,Treseder_etal_2016
Treseder_etal_2016_103,Byssolecania variabilis,Byssolecania variabilis,studyName,Treseder_etal_2016
Treseder_etal_2016_104,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_105,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_106,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_107,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_108,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_109,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_110,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_111,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_112,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_113,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_114,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_115,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_116,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_117,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_118,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_119,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_120,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_121,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_122,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_123,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_124,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_125,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_126,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_127,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_128,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_129,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_130,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_131,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_132,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_133,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_134,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_135,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_136,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_137,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_138,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_139,Cadophora finlandica,Cadophora finlandica,studyName,Treseder_etal_2016
Treseder_etal_2016_140,OTUkt2191,Stictis confusa,studyName,Treseder_etal_2016
Treseder_etal_2016_141,OTUkt2192,Stictis populorum,studyName,Treseder_etal_2016
Treseder_etal_2016_142,OTUkt2193,OTUkt2193 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_143,OTUkt2194,OTUkt2194 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_144,OTUkt2195,OTUkt2195 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_145,OTUkt2196,OTUkt2196 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_146,OTUkt2197,Tremella tuckerae,studyName,Treseder_etal_2016
Treseder_etal_2016_147,OTUkt2198,OTUkt2198 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_148,OTUkt2199,Trichosporon lignicola lignicola,studyName,Treseder_etal_2016
Treseder_etal_2016_149,OTUkt2200,Tuber separans,studyName,Treseder_etal_2016
Treseder_etal_2016_150,OTUkt2201,OTUkt2201 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_151,OTUkt2202,Usnea intermedia,studyName,Treseder_etal_2016
Treseder_etal_2016_152,OTUkt2203,OTUkt2203 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_153,OTUkt2204,Waitea circinata circinata,studyName,Treseder_etal_2016
Treseder_etal_2016_154,OTUkt2205,OTUkt2205 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_155,OTUkt2206,OTUkt2206 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_156,OTUkt2207,OTUkt2207 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_157,OTUkt2208,OTUkt2208 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_158,OTUkt2209,OTUkt2209 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_159,OTUkt2210,OTUkt2210 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_160,OTUkt2211,OTUkt2211 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_161,OTUkt2212,OTUkt2212 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_162,OTUkt2213,Agaricus bisporus,studyName,Treseder_etal_2016
Treseder_etal_2016_163,OTUkt2214,Amandinea lignicola,studyName,Treseder_etal_2016
Treseder_etal_2016_164,OTUkt2215,OTUkt2215 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_165,OTUkt2216,OTUkt2216 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_166,OTUkt2217,OTUkt2217 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_167,OTUkt2218,OTUkt2218 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_168,OTUkt2219,OTUkt2219 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_169,OTUkt2220,Bacidia hostheleoides,studyName,Treseder_etal_2016
Treseder_etal_2016_170,OTUkt2221,Beauveria caledonica,studyName,Treseder_etal_2016
Treseder_etal_2016_171,OTUkt2222,Biatora pallens,studyName,Treseder_etal_2016
Treseder_etal_2016_172,OTUkt2223,Bryoria simplicior,studyName,Treseder_etal_2016
Treseder_etal_2016_173,OTUkt2224,Buellia frigida,studyName,Treseder_etal_2016
Treseder_etal_2016_174,OTUkt2225,Byssolecania variabilis,studyName,Treseder_etal_2016
Treseder_etal_2016_175,OTUkt2226,OTUkt2226 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_176,OTUkt2227,OTUkt2227 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_177,OTUkt2228,Caloplaca digitaurea,studyName,Treseder_etal_2016
Treseder_etal_2016_178,OTUkt2229,OTUkt2229 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_179,OTUkt2230,Candelaria fibrosa,studyName,Treseder_etal_2016
Treseder_etal_2016_180,OTUkt2231,Candelariella subdeflexa,studyName,Treseder_etal_2016
Treseder_etal_2016_181,OTUkt2232,OTUkt2232 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_182,OTUkt2233,OTUkt2233 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_183,OTUkt2234,OTUkt2234 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_184,OTUkt2235,OTUkt2235 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_185,OTUkt2236,OTUkt2236 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_186,OTUkt2237,OTUkt2237 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_187,OTUkt2238,OTUkt2238 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_188,OTUkt2239,OTUkt2239 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_189,OTUkt2240,OTUkt2240 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_190,OTUkt2241,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_191,Cadophora sp 29d,Cadophora sp 29d,studyName,Treseder_etal_2016
Treseder_etal_2016_192,Cadophora sp 29d,Cadophora sp 29d,studyName,Treseder_etal_2016
Treseder_etal_2016_193,Cadophora sp 29d,Cadophora sp 29d,studyName,Treseder_etal_2016
Treseder_etal_2016_194,Cadophora sp olrim295,Cadophora sp olrim295,studyName,Treseder_etal_2016
Treseder_etal_2016_195,OTUkt2735,Cryptococcus tepidarius,studyName,Treseder_etal_2016
Treseder_etal_2016_196,OTUkt2736,Cryptosporiopsis ericae,studyName,Treseder_etal_2016
Treseder_etal_2016_197,Calcarisporium arbuscula,Calcarisporium arbuscula,studyName,Treseder_etal_2016
Treseder_etal_2016_198,Caloplaca digitaurea,Caloplaca digitaurea,studyName,Treseder_etal_2016
Treseder_etal_2016_199,Caloplaca obscurella,Caloplaca obscurella,studyName,Treseder_etal_2016
Treseder_etal_2016_200,Caloplaca obscurella,Caloplaca obscurella,studyName,Treseder_etal_2016
Treseder_etal_2016_201,Caloplaca scotoplaca,Rufoplaca scotoplaca,studyName,Treseder_etal_2016
Treseder_etal_2016_202,Caloplaca sp JV_2011b,Caloplaca sp JV 2011b,studyName,Treseder_etal_2016
Treseder_etal_2016_203,Caloplaca sp JV_2011b,Caloplaca sp JV 2011b,studyName,Treseder_etal_2016
Treseder_etal_2016_204,Camarosporula persooniae,Camarosporula persooniae,studyName,Treseder_etal_2016
Treseder_etal_2016_205,Campylospora parvula,Campylospora parvula,studyName,Treseder_etal_2016
Treseder_etal_2016_206,Candelaria fibrosa,Candelaria fibrosa,studyName,Treseder_etal_2016
Treseder_etal_2016_207,Candelariella subdeflexa,Candelariella subdeflexa,studyName,Treseder_etal_2016
Treseder_etal_2016_208,Candida sp HNX35_3,Candida sp HNX35 3,studyName,Treseder_etal_2016
Treseder_etal_2016_209,Capnobotryella renispora,Capnobotryella renispora,studyName,Treseder_etal_2016
Treseder_etal_2016_210,Capnobotryella renispora,Capnobotryella renispora,studyName,Treseder_etal_2016
Treseder_etal_2016_211,Capnobotryella renispora,Capnobotryella renispora,studyName,Treseder_etal_2016
Treseder_etal_2016_212,Capnobotryella renispora,Capnobotryella renispora,studyName,Treseder_etal_2016
Treseder_etal_2016_213,OTUkt0052,Peltigera rufescens,studyName,Treseder_etal_2016
Treseder_etal_2016_214,OTUkt0053,Penicillium chrysogenum,studyName,Treseder_etal_2016
Treseder_etal_2016_215,OTUkt0030,Peltigera didactyla extenuata,studyName,Treseder_etal_2016
Treseder_etal_2016_216,Capronia acutiseta,Capronia acutiseta,studyName,Treseder_etal_2016
Treseder_etal_2016_217,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_218,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_219,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_220,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_221,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_222,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_223,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_224,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_225,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_226,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_227,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_228,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_229,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_230,Capronia peltigerae,Knufia peltigerae,studyName,Treseder_etal_2016
Treseder_etal_2016_231,Capronia pilosella,Capronia pilosella,studyName,Treseder_etal_2016
Treseder_etal_2016_232,Capronia pilosella,Capronia pilosella,studyName,Treseder_etal_2016
Treseder_etal_2016_233,Capronia pilosella,Capronia pilosella,studyName,Treseder_etal_2016
Treseder_etal_2016_234,Capronia pilosella,Capronia pilosella,studyName,Treseder_etal_2016
Treseder_etal_2016_235,OTUkt0747,OTUkt0747 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_236,OTUkt0748,Cortinarius septentrionalis,studyName,Treseder_etal_2016
Treseder_etal_2016_237,Capronia sp 94003b,Capronia sp 94003b,studyName,Treseder_etal_2016
Treseder_etal_2016_238,Capronia sp 94005a,Capronia sp 94005a,studyName,Treseder_etal_2016
Treseder_etal_2016_239,Capronia sp 94005a,Capronia sp 94005a,studyName,Treseder_etal_2016
Treseder_etal_2016_240,Capronia sp 94005a,Capronia sp 94005a,studyName,Treseder_etal_2016
Treseder_etal_2016_241,Capronia sp 97002a,Capronia sp 97002a,studyName,Treseder_etal_2016
Treseder_etal_2016_242,Capronia sp 97002a,Capronia sp 97002a,studyName,Treseder_etal_2016
Treseder_etal_2016_243,Capronia sp 97002a,Capronia sp 97002a,studyName,Treseder_etal_2016
Treseder_etal_2016_244,OTUkt2263,Cladonia dendroides,studyName,Treseder_etal_2016
Treseder_etal_2016_245,OTUkt2265,Cladonia elixii,studyName,Treseder_etal_2016
Treseder_etal_2016_246,OTUkt2269,Cladonia gracilis elongata,studyName,Treseder_etal_2016
Treseder_etal_2016_247,Catillaria aphana,Catillaria aphana,studyName,Treseder_etal_2016
Treseder_etal_2016_248,OTUkt0273,Stagonospora paludosa,studyName,Treseder_etal_2016
Treseder_etal_2016_249,OTUkt0274,Stictis confusa,studyName,Treseder_etal_2016
Treseder_etal_2016_250,OTUkt0275,Stictis populorum,studyName,Treseder_etal_2016
Treseder_etal_2016_251,OTUkt0276,OTUkt0276 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_252,OTUkt0277,OTUkt0277 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_253,OTUkt0278,OTUkt0278 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_254,OTUkt0279,OTUkt0279 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_255,OTUkt0280,Tremella tuckerae,studyName,Treseder_etal_2016
Treseder_etal_2016_256,OTUkt0281,OTUkt0281 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_257,OTUkt0282,Trichosporon lignicola lignicola,studyName,Treseder_etal_2016
Treseder_etal_2016_258,OTUkt0283,Tuber separans,studyName,Treseder_etal_2016
Treseder_etal_2016_259,OTUkt0284,OTUkt0284 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_260,OTUkt0285,Usnea intermedia,studyName,Treseder_etal_2016
Treseder_etal_2016_261,OTUkt0286,OTUkt0286 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_262,OTUkt0287,Waitea circinata circinata,studyName,Treseder_etal_2016
Treseder_etal_2016_263,OTUkt0288,OTUkt0288 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_264,Cenococcum geophilum,Cenococcum geophilum,studyName,Treseder_etal_2016
Treseder_etal_2016_265,OTUkt0294,OTUkt0294 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_266,OTUkt0295,OTUkt0295 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_267,OTUkt0296,OTUkt0296 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_268,OTUkt0297,OTUkt0297 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_269,OTUkt0298,OTUkt0298 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_270,OTUkt0299,OTUkt0299 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_271,OTUkt0300,OTUkt0300 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_272,OTUkt0301,Agaricus bisporus,studyName,Treseder_etal_2016
Treseder_etal_2016_273,OTUkt0302,Amandinea lignicola,studyName,Treseder_etal_2016
Treseder_etal_2016_274,OTUkt0303,OTUkt0303 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_275,OTUkt3476,OTUkt3476 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_276,Ceramothyrium carniolicum,Ceramothyrium carniolicum,studyName,Treseder_etal_2016
Treseder_etal_2016_277,Ceramothyrium carniolicum,Ceramothyrium carniolicum,studyName,Treseder_etal_2016
Treseder_etal_2016_278,OTUkt4244,OTUkt4244 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_279,OTUkt4245,OTUkt4245 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_280,OTUkt4246,OTUkt4246 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_281,OTUkt4247,OTUkt4247 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_282,OTUkt4248,OTUkt4248 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_283,OTUkt4249,Physcia phaea,studyName,Treseder_etal_2016
Treseder_etal_2016_284,OTUkt4250,Physciella chloantha,studyName,Treseder_etal_2016
Treseder_etal_2016_285,Ceratocystis resinifera,Endoconidiophora resinifera,studyName,Treseder_etal_2016
Treseder_etal_2016_286,OTUkt3482,OTUkt3482 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_287,Cetraria aculeata,Cetraria aculeata,studyName,Treseder_etal_2016
Treseder_etal_2016_288,Cetraria islandica,Cetraria islandica subsp. islandica,studyName,Treseder_etal_2016
Treseder_etal_2016_289,Cetraria islandica,Cetraria islandica subsp. islandica,studyName,Treseder_etal_2016
Treseder_etal_2016_290,Cetraria islandica,Cetraria islandica subsp. islandica,studyName,Treseder_etal_2016
Treseder_etal_2016_291,Cetraria islandica,Cetraria islandica subsp. islandica,studyName,Treseder_etal_2016
Treseder_etal_2016_292,Cetraria islandica,Cetraria islandica subsp. islandica,studyName,Treseder_etal_2016
Treseder_etal_2016_293,Cetraria islandica,Cetraria islandica subsp. islandica,studyName,Treseder_etal_2016
Treseder_etal_2016_294,Chaenothecopsis sp Tuovila 09_052,Chaenothecopsis sp Tuovila 09 052,studyName,Treseder_etal_2016
Treseder_etal_2016_295,Chaenothecopsis sp Tuovila 09_052,Chaenothecopsis sp Tuovila 09 052,studyName,Treseder_etal_2016
Treseder_etal_2016_296,Chaetomium bostrychodes,Chaetomium bostrychodes,studyName,Treseder_etal_2016
Treseder_etal_2016_297,Chaetomium bostrychodes,Chaetomium bostrychodes,studyName,Treseder_etal_2016
Treseder_etal_2016_298,Chaetomium bostrychodes,Chaetomium bostrychodes,studyName,Treseder_etal_2016
Treseder_etal_2016_299,OTUkt3277,OTUkt3277 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_300,OTUkt3278,Agaricus bisporus,studyName,Treseder_etal_2016
Treseder_etal_2016_301,OTUkt3279,Amandinea lignicola,studyName,Treseder_etal_2016
Treseder_etal_2016_302,OTUkt3280,OTUkt3280 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_303,OTUkt3281,OTUkt3281 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_304,OTUkt3282,OTUkt3282 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_305,Chaetosphaeria sp KRCF710,Chaetosphaeria sp KRCF710,studyName,Treseder_etal_2016
Treseder_etal_2016_306,Chalara hyalocuspica,Chalara hyalocuspica,studyName,Treseder_etal_2016
Treseder_etal_2016_307,Chalara hyalocuspica,Chalara hyalocuspica,studyName,Treseder_etal_2016
Treseder_etal_2016_308,Chalara hyalocuspica,Chalara hyalocuspica,studyName,Treseder_etal_2016
Treseder_etal_2016_309,Chalara hyalocuspica,Chalara hyalocuspica,studyName,Treseder_etal_2016
Treseder_etal_2016_310,Chalara hyalocuspica,Chalara hyalocuspica,studyName,Treseder_etal_2016
Treseder_etal_2016_311,Chalara hyalocuspica,Chalara hyalocuspica,studyName,Treseder_etal_2016
Treseder_etal_2016_312,Chalara microspora,Chalara microspora,studyName,Treseder_etal_2016
Treseder_etal_2016_313,Chalara piceae-abietis,Chalara piceae-abietis,studyName,Treseder_etal_2016
Treseder_etal_2016_314,Chalara piceae-abietis,Chalara piceae-abietis,studyName,Treseder_etal_2016
Treseder_etal_2016_315,Chalara piceae-abietis,Chalara piceae-abietis,studyName,Treseder_etal_2016
Treseder_etal_2016_316,OTUkt1371,Cryptococcus amylolyticus,studyName,Treseder_etal_2016
Treseder_etal_2016_317,OTUkt1372,Cryptococcus heimaeyensis,studyName,Treseder_etal_2016
Treseder_etal_2016_318,OTUkt1373,OTUkt1373 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_319,OTUkt1374,OTUkt1374 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_320,OTUkt1375,OTUkt1375 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_321,OTUkt1376,OTUkt1376 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_322,OTUkt1377,OTUkt1377 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_323,Chalara sp olrim71,Chalara sp olrim71,studyName,Treseder_etal_2016
Treseder_etal_2016_324,Chalara sp olrim71,Chalara sp olrim71,studyName,Treseder_etal_2016
Treseder_etal_2016_325,Chalara sp YTH_2012a,Chalara sp YTH 2012a,studyName,Treseder_etal_2016
Treseder_etal_2016_326,OTUkt3284,OTUkt3284 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_327,OTUkt3285,OTUkt3285 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_328,Chloridium sp GHJ_3,Chloridium sp GHJ 3,studyName,Treseder_etal_2016
Treseder_etal_2016_329,Chlorociboria spiralis,Chlorociboria spiralis,studyName,Treseder_etal_2016
Treseder_etal_2016_330,Chlorociboria spiralis,Chlorociboria spiralis,studyName,Treseder_etal_2016
Treseder_etal_2016_331,Chlorociboria spiralis,Chlorociboria spiralis,studyName,Treseder_etal_2016
Treseder_etal_2016_332,OTUkt2076,OTUkt2076 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_333,OTUkt2077,OTUkt2077 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_334,OTUkt2078,OTUkt2078 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_335,OTUkt2079,OTUkt2079 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_336,OTUkt2080,OTUkt2080 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_337,OTUkt2081,Physcia phaea,studyName,Treseder_etal_2016
Treseder_etal_2016_338,OTUkt2082,Physciella chloantha,studyName,Treseder_etal_2016
Treseder_etal_2016_339,OTUkt2083,OTUkt2083 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_340,OTUkt2084,OTUkt2084 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_341,OTUkt2085,OTUkt2085 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_342,OTUkt2086,OTUkt2086 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_343,OTUkt2087,Pseudogymnoascus appendiculatus,studyName,Treseder_etal_2016
Treseder_etal_2016_344,OTUkt2088,OTUkt2088 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_345,OTUkt2089,OTUkt2089 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_346,OTUkt2090,OTUkt2090 sp.,studyName,Treseder_etal_2016
Treseder_etal_2016_347,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_348,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_349,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_350,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_351,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_352,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_353,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_354,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_355,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_356,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_357,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_358,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_359,Cladonia arbuscula subsp beringiana,Cladonia arbuscula beringiana,studyName,Treseder_etal_2016
Treseder_etal_2016_360,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_361,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_362,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_363,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_364,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_365,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_366,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_367,Cladonia bellidiflora,Cladonia bellidiflora,studyName,Treseder_etal_2016
Treseder_etal_2016_368,Cladonia caespiticia,Cladonia caespiticia,studyName,Treseder_etal_2016
Treseder_etal_2016_369,Cladonia coniocraea,Cladonia coniocraea,studyName,Treseder_etal_2016
Treseder_etal_2016_370,Cladonia coniocraea,Cladonia coniocraea,studyName,Treseder_etal_2016
